1.821127058092501527e-01 1.528368186156562059e-01 3.021364360021371875e-01 3.136676976019182050e-01 1.995913395535268420e-01
1.470862317103494576e-01 4.936148807382109011e-02 3.748413803548778511e-01 1.148633372460142049e-01 8.841305371953853132e-02
1.256826003082566479e-01 1.434732898550216684e-01 1.230257655733919958e-01 5.296652586247553307e-01 2.233799386427962330e-01
1.333914807385972179e-01 8.548782310660635320e-02 1.041315582392111222e-01 1.242659251764191147e-01 6.071153614990398850e-02
9.723796225669403825e-02 8.225691832907698620e-02 1.595234995924440236e-01 1.566316191038163719e-01 8.049221114359188245e-02
9.972673187010766549e-02 8.221501207954808044e-02 6.828708763995948450e-02 1.187465717007522709e-01 1.155934809717215489e-01
1.464838553001693300e-01 1.245354252768468700e-01 9.284222028464668430e-02 5.373125230329862251e-02 1.282512621651346052e-01
1.186575292923553876e-01 2.718943832564891250e-01 4.579695213674724735e-02 1.032913772578166467e-01 1.087111823236893149e-01
3.843694243450677256e-02 6.359999962859541611e-02 7.505580766699609940e-02 1.343424575463796344e-01 7.647629152604017155e-02
6.960158979285505088e-02 8.785450378481901579e-02 4.315780657698057438e-02 7.661893356882577832e-02 1.325942432594229836e-01
9.817387722865629496e-02 3.352014638424057752e-02 1.054454180926787527e-01 4.329850390159101919e-02 2.895371523247861067e-02
8.007645019862645597e-02 9.315949157708132422e-02 1.272466533914683173e-01 5.876855305048527683e-02 4.693039590744885192e-02
3.700797851612959433e-02 5.125970359537857651e-02 4.043064907725161389e-02 3.200756390271283086e-02 3.491286158238298548e-02
4.994937804286182781e-02 2.266231170111125334e-02 4.395028392255797417e-02 3.695829415255428435e-02 4.901206184913677044e-02
2.890558986346929496e-02 4.007379599510388357e-02 2.211852135254888455e-02 2.413829141197220210e-02 5.027864452598564127e-02
5.168392861678324651e-02 4.020792615312462903e-02 4.666021446358288582e-02 3.738182372873408155e-02 1.813693993968847756e-02
3.011384830551675981e-02 2.073815978244660657e-02 4.272959540402623824e-02 3.197165025102680080e-02 3.260669016079811161e-02
3.311167283476309370e-02 2.781594958129256917e-02 7.674797939524325985e-01 3.947883542219075143e-02 3.219485531609946050e-02
2.474686067199314068e-02 3.177451963840289412e-02 3.371184569638812495e-02 2.486495623728436979e-02 2.598148404668826350e-02
1.307838027592173567e-02 1.218792687277569890e-02 1.667402152148744071e-02 1.628021193143249293e-02 1.136437799320670107e-02
3.007694141147624137e-02 1.854435616112460466e-02 1.831872398750544750e-02 2.008375109501532238e-02 2.895664364352419640e-02
2.789513060103398362e-02 2.586051655818876957e-02 1.370170075051463550e-02 3.253027891332649357e-02 1.039691189948973790e-02
2.556982441477933382e-02 1.784774477845848389e-02 1.848410317114266427e-02 1.484470085276693059e-02 2.724787729587945309e-02
1.600043708600315528e-02 2.777983776744658365e-02 2.986131829469645255e-02 3.725058206665032845e-02 1.790570631065028367e-02
1.279574619939248710e-02 1.756588337806251968e-02 2.067769394803220875e-02 1.292087521863708940e-02 1.199918577586574220e-02
2.618889705448933930e-02 2.994574492323755915e-02 3.062461060756212911e-02 3.081181902084710600e-02 1.381385881123625009e-02
1.811491807336301427e-02 1.476823305331184319e-02 1.101235017912560211e-02 1.793691720952492880e-02 1.177970395878134499e-02
1.117913455346616208e-02 3.525762000173321420e-02 1.938126539973272777e-02 2.004702037237326637e-02 3.906818958399265601e-02
1.491483334971714821e-02 1.047593876670409666e-02 2.172750399408249905e-02 1.376490235734417061e-02 4.251411642050580836e-02
1.196504623731538958e-02 1.898459597601185114e-02 9.819276196140683602e-03 3.695963570594420350e-02 1.779671439546728906e-02
1.854049086455278675e-02 1.212549965796534852e-02 1.169738916804931653e-02 1.727856475187170351e-02 1.667981898883432249e-02
3.304809635642342452e-02 1.607761174999859655e-02 1.673660339094149366e-02 9.808695020750067550e-03 1.713295394336955893e-02
1.490049400940727208e-02 5.828833263109402599e-03 1.021492266047503011e-02 1.556778362946436081e-02 2.663563404804489276e-02
9.421569602749750583e-03 3.389238684160991028e-02 3.825981291652199440e-02 3.190043980973857746e-02 1.113195004081437949e-02
1.605870837807139503e-02 1.688781498440666828e-02 3.016097711278505067e-02 1.182837603658127949e-02 8.816659233202125273e-03
4.088086920110464012e-02 1.261079790143191000e-02 1.406330605341046640e-02 1.793315515900440957e-02 1.846431864230738823e-02
1.734243340552961074e-02 2.516571755709982872e-02 2.016522742142109331e-02 3.800712274965668130e-02 2.561398766831159829e-02
1.269005731543414346e-02 1.173496247148895708e-02 1.180418794106110995e-02 2.065517162066814530e-02 2.079124558136949755e-02
1.325300135580662238e-02 1.422588725892701134e-02 9.682041795028104719e-03 1.186994122931367066e-02 1.815668032029021245e-02
1.355653945510780847e-02 4.481991969328930764e-03 1.132908744996647885e-02 1.923920294845660878e-02 8.403029915887771234e-03
3.195648099213922039e-02 7.715843228954427473e-03 2.615346295985817096e-02 1.903731949812286287e-02 1.310193708760517238e-02
2.129499714330157153e-02 1.700310444452829417e-02 2.640893009307518011e-02 1.265479947415334289e-02 5.752627090882678727e-03
9.443689703440033556e-03 2.287634754792374284e-02 3.904981895032559602e-02 9.727442868742577214e-03 1.657924315065304258e-02
1.230440052283175711e-02 1.794767151093870985e-02 1.235771633439731315e-02 2.225860863804312098e-02 3.164861630064294551e-02
6.761474924869693807e-03 2.389497178745273939e-02 1.191501691008732891e-02 5.940051522366607967e-02 2.849294132406693728e-02
9.257584567836216541e-03 1.230432517460607229e-02 1.830988346757954008e-02 1.301764454869197042e-02 2.911997689076631021e-02
7.274301884959630260e-03 9.503205149012886044e-03 1.344777153807158281e-02 1.043529025888650930e-02 9.309802710651553931e-03
6.775150910059564782e-03 1.792857577717650933e-02 7.459690641477841923e-03 2.460532155255111889e-02 3.156439121776544871e-02
1.930015590099107628e-02 2.896500345276480787e-02 1.417513897386544347e-02 1.136241853629779003e-02 3.938657096324017781e-02
1.493655723201397709e-02 1.674673649866709191e-02 5.484370724207526110e-03 1.331554231041509259e-02 3.164393250746843494e-02
6.950483182069306168e-03 1.216332672652888948e-02 3.763030962728612649e-02 6.684694737233674855e-03 1.107053950521563225e-02
8.946776235634964700e-03 1.019133551070564893e-02 1.293671722348360524e-02 2.613663914541118280e-02 1.522544058706800513e-02
1.864776547643821197e-02 9.028131847142500249e-03 2.445073616994868082e-02 7.507767929887817181e-03 1.063789410321547974e-02
