7.302039807228215273e-02 9.457903580742728356e-02 6.101151694525427938e-02 1.105761118983273616e-01 6.712947435634591953e-02
5.740206925786885822e-02 6.151707085940174430e-02 6.563692585348739061e-02 4.772070599919711609e-02 7.281378081017635118e-02
1.868977354698299342e-02 1.790903243538001857e-02 3.983762117815177473e-02 2.099476493523042345e-02 7.726993058483631882e-02
6.756000487512309194e-02 7.223644440806600842e-02 4.448190042709206093e-02 8.119029086112046142e-03 5.765106678509784172e-02
4.667215439020726969e-02 2.082707259091508278e-02 1.400883124483994803e-02 3.540378745142961497e-02 4.743388082991077670e-02
9.922066230116252661e-03 3.080602064385326577e-02 4.013789583785441067e-02 3.014397814777159627e-03 3.515550108861580092e-02
7.983500957222997019e-02 4.195929872900460399e-03 2.990130458225367244e-02 3.021019108847314630e-02 4.014677622182301342e-02
1.943322331441582618e-02 2.814645115621568217e-02 9.447848136419016718e-03 1.985876174456190080e-02 4.608498505674408531e-03
1.876425011593249245e-02 1.740588059282250060e-03 5.565567179365622091e-02 3.931247353995100113e-02 1.076255472105225493e-02
2.795220912119047562e-03 3.403020429872883473e-02 5.313539094380025432e-03 2.161895724670549745e-03 4.503777644720047789e-03
1.946861624680059147e-02 4.197064459101184503e-03 1.114577747468977961e-02 2.660184177011056667e-02 2.156998568894309351e-04
4.264707461333095708e-04 1.610057682374881755e-02 8.002409892496821497e-03 1.260463713276683585e-02 2.356934270916775324e-03
1.318323188097485395e-02 1.874594575063925211e-02 1.925546654438083137e-03 3.467924616827747566e-03 5.223415029565570827e-02
3.082014522777103485e-02 1.089199330355377845e-02 1.285385389063730538e-02 1.253448067738403837e-02 4.899243236712209036e-03
4.844228785344971248e-03 4.122718162898908814e-03 1.244524345857845639e-02 3.315038317980912187e-03 1.420646085692905958e-02
2.342660303653147300e-02 1.815395405683336780e-02 9.054587329020768538e-04 7.928894977570743671e-03 4.080983696175871124e-03
1.301077389440656075e-02 2.784316650147992955e-03 1.938243034372961679e-02 1.228503286721177980e-03 1.328595522089641781e-02
1.834924065265651494e-02 2.234357609955244309e-02 2.427425291607118035e-02 1.034978489075582403e-02 4.594551332006537384e-03
2.867038337254704337e-03 2.316941622425040641e-03 1.126944910912650206e-02 1.041360302011416078e-02 5.954994601947294006e-03
3.679865816999651029e-04 1.586790045910701705e-03 1.876495817420155811e-03 6.717261754863109932e-03 4.258921116036680846e-03
1.187326743667949103e-02 4.610243496595381983e-03 7.732695320614965499e-03 6.633840086605418372e-03 1.624102266591345017e-02
4.559231679908646272e-03 4.332274332065962942e-03 8.241904198801589324e-03 3.937815873026897194e-03 1.274679948145812820e-02
4.131692212190590796e-03 1.005794465849471370e-04 6.710314929847528177e-03 1.058405276585261314e-03 9.950673788699645680e-03
2.746605509222903915e-03 1.270981928966730384e-03 3.943774250234497770e-03 4.686069602275895994e-03 2.610836913601688285e-03
5.858822054697565562e-03 1.337142449343507213e-02 2.306885991526342640e-03 6.298452979044120471e-03 2.669033563935293771e-03
7.207487492463433149e-03 7.132247595744888730e-03 5.690951785796413698e-03 2.590850506323448890e-03 2.512706119280863366e-03
3.443080709751162195e-03 2.343660063857355615e-03 1.857838080267601921e-03 6.128939055602532909e-03 7.152183814842661552e-03
5.360393314838055555e-03 8.214512913820940995e-03 4.590280558542416713e-03 6.255668825018197675e-03 1.957472346267992176e-03
2.592258605567345896e-03 1.517089466672141146e-03 1.152947591125455312e-03 4.432484620275426931e-03 2.601978289171930775e-03
3.649178244661513155e-03 5.586912523609935226e-03 3.232346395794595106e-03 3.374733158331044442e-03 6.550773425172348036e-03
4.945782499395436592e-03 4.200302157139008778e-03 5.281432795100312813e-03 6.367607865461638941e-03 2.658858325154788566e-03
4.292942974528807590e-03 9.324669757996907268e-03 5.207595854523387573e-03 4.793188309311486456e-03 5.317466631243573331e-04
5.695130071694213571e-03 4.505503878228509992e-03 2.790981065864473702e-03 7.009472779268995785e-03 4.629937660608452691e-04
4.547575095262922432e-03 1.232639625554484948e-03 2.412544604560899416e-04 4.138366053660871846e-03 3.004373965005159401e-03
3.084305774834043140e-03 3.132585197644936238e-03 3.746156554304866815e-03 2.342049367381098760e-03 7.738114678610146305e-03
